sample_row_id,model,source,loc,token_count,ast_node_count,ast_max_depth,cyclomatic_complexity,function_count,loop_count,if_count,call_count
train:130019,nxcode,lc,10.0,72.0,58.0,8.0,3.0,1.0,2.0,0.0,7.0
train:83357,human,cf,20.0,108.0,92.0,10.0,4.0,0.0,1.0,2.0,12.0
train:15393,human,gh,6.0,42.0,26.0,7.0,3.0,1.0,1.0,1.0,1.0
train:28017,human,gh,12.0,80.0,60.0,8.0,5.0,1.0,1.0,3.0,3.0
train:144461,llama3.1,lc,5.0,51.0,38.0,7.0,1.0,1.0,0.0,0.0,6.0
train:38845,human,gh,10.0,88.0,62.0,9.0,4.0,1.0,0.0,1.0,2.0
train:97281,nxcode,gh,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:120559,nxcode,lc,16.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:139615,llama3.1,lc,5.0,79.0,62.0,7.0,2.0,1.0,0.0,0.0,5.0
train:27516,human,gh,15.0,97.0,82.0,6.0,1.0,1.0,0.0,0.0,5.0
train:136758,llama3.1,lc,5.0,54.0,47.0,6.0,3.0,0.0,2.0,0.0,6.0
train:78809,human,cf,49.0,219.0,189.0,10.0,8.0,0.0,4.0,2.0,18.0
train:140541,llama3.1,lc,9.0,92.0,68.0,6.0,1.0,1.0,0.0,0.0,5.0
train:126262,nxcode,lc,9.0,39.0,29.0,6.0,1.0,1.0,0.0,0.0,3.0
train:59585,human,cf,110.0,501.0,434.0,11.0,16.0,0.0,7.0,6.0,32.0
train:152714,qwen1.5,lc,8.0,48.0,37.0,6.0,2.0,0.0,0.0,0.0,1.0
train:48708,human,gh,84.0,470.0,360.0,9.0,7.0,1.0,1.0,4.0,24.0
train:166528,codellama,lc,6.0,57.0,55.0,8.0,2.0,1.0,1.0,0.0,2.0
train:70060,human,cf,15.0,102.0,91.0,8.0,6.0,0.0,1.0,2.0,9.0
train:96607,codellama,gh,3.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0
train:98458,qwen1.5,gh,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:72074,human,cf,21.0,150.0,129.0,8.0,4.0,0.0,1.0,2.0,9.0
train:112648,codellama,gh,7.0,62.0,51.0,8.0,4.0,1.0,1.0,1.0,3.0
train:96312,llama3.1,gh,9.0,49.0,27.0,7.0,4.0,1.0,0.0,1.0,1.0
train:168020,codellama,lc,4.0,31.0,20.0,8.0,1.0,1.0,0.0,0.0,1.0
train:140942,llama3.1,lc,13.0,118.0,116.0,10.0,5.0,1.0,2.0,1.0,5.0
train:85717,human,cf,23.0,132.0,116.0,10.0,6.0,0.0,2.0,2.0,10.0
train:103529,llama3.1,gh,9.0,62.0,41.0,8.0,3.0,1.0,0.0,2.0,2.0
train:171454,codellama,lc,8.0,80.0,80.0,10.0,4.0,1.0,1.0,1.0,1.0
train:150613,qwen1.5,lc,4.0,47.0,47.0,9.0,1.0,1.0,0.0,0.0,4.0
train:15267,human,gh,23.0,164.0,142.0,12.0,5.0,3.0,0.0,1.0,10.0
train:77297,human,cf,8.0,71.0,64.0,7.0,3.0,0.0,1.0,1.0,7.0
train:28542,human,gh,39.0,318.0,281.0,9.0,10.0,1.0,1.0,6.0,26.0
train:135849,llama3.1,lc,17.0,152.0,151.0,10.0,4.0,1.0,2.0,1.0,5.0
train:5627,human,gh,5.0,41.0,29.0,6.0,2.0,1.0,0.0,1.0,3.0
train:136240,llama3.1,lc,14.0,143.0,145.0,12.0,5.0,2.0,1.0,2.0,3.0
train:1572,human,gh,26.0,174.0,152.0,10.0,6.0,1.0,0.0,4.0,9.0
train:145245,llama3.1,lc,10.0,103.0,111.0,13.0,4.0,1.0,1.0,1.0,3.0
train:133894,llama3.1,lc,11.0,97.0,90.0,11.0,4.0,1.0,1.0,1.0,11.0
train:90790,gpt,cf,14.0,67.0,56.0,7.0,3.0,1.0,0.0,1.0,6.0
train:115970,qwen1.5,gh,3.0,34.0,28.0,8.0,1.0,1.0,0.0,0.0,1.0
train:143980,llama3.1,lc,6.0,61.0,59.0,11.0,3.0,1.0,1.0,1.0,3.0
train:90809,gpt,cf,29.0,186.0,160.0,9.0,7.0,2.0,2.0,3.0,12.0
train:93117,codellama,cf,31.0,204.0,184.0,9.0,8.0,1.0,5.0,2.0,13.0
train:22848,human,gh,31.0,186.0,155.0,10.0,8.0,1.0,1.0,5.0,9.0
train:32792,human,gh,16.0,142.0,117.0,8.0,5.0,1.0,1.0,1.0,9.0
train:163665,qwen1.5,lc,7.0,47.0,27.0,4.0,1.0,0.0,0.0,0.0,0.0
train:158743,qwen1.5,lc,16.0,107.0,89.0,8.0,5.0,1.0,2.0,2.0,4.0
train:116684,qwen1.5,gh,4.0,18.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0
train:145436,llama3.1,lc,37.0,305.0,300.0,10.0,11.0,3.0,4.0,5.0,12.0
train:84365,human,cf,25.0,127.0,123.0,8.0,3.0,0.0,1.0,0.0,10.0
train:90244,gpt,cf,49.0,426.0,445.0,12.0,12.0,2.0,3.0,6.0,15.0
train:5979,human,gh,9.0,52.0,42.0,6.0,2.0,1.0,0.0,1.0,3.0
train:91854,gpt,cf,28.0,212.0,208.0,9.0,8.0,1.0,4.0,1.0,12.0
train:49743,human,gh,9.0,87.0,77.0,8.0,2.0,1.0,0.0,0.0,2.0
train:75613,human,cf,21.0,137.0,124.0,9.0,6.0,0.0,2.0,2.0,11.0
train:177115,codellama,lc,25.0,112.0,94.0,7.0,4.0,1.0,1.0,2.0,2.0
train:60499,human,cf,9.0,84.0,83.0,9.0,3.0,0.0,2.0,0.0,6.0
train:23733,human,gh,13.0,72.0,50.0,8.0,3.0,1.0,0.0,2.0,5.0
train:131892,nxcode,lc,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:71487,human,cf,57.0,290.0,263.0,10.0,10.0,0.0,4.0,4.0,18.0
train:5087,human,gh,22.0,133.0,104.0,10.0,4.0,1.0,0.0,1.0,3.0
train:68758,human,cf,29.0,156.0,150.0,9.0,3.0,0.0,2.0,0.0,13.0
train:51684,human,gh,12.0,110.0,94.0,6.0,2.0,1.0,0.0,1.0,4.0
train:3170,human,gh,14.0,68.0,47.0,6.0,3.0,1.0,0.0,2.0,3.0
train:134263,llama3.1,lc,4.0,44.0,44.0,8.0,1.0,1.0,0.0,0.0,4.0
train:93251,gpt,cf,15.0,89.0,73.0,7.0,3.0,1.0,2.0,0.0,9.0
train:1888,human,gh,37.0,156.0,117.0,12.0,6.0,1.0,1.0,2.0,6.0
train:139833,llama3.1,lc,4.0,24.0,18.0,6.0,1.0,1.0,0.0,0.0,3.0
train:89200,codellama,cf,8.0,69.0,66.0,8.0,3.0,1.0,1.0,1.0,2.0
train:136388,llama3.1,lc,7.0,56.0,43.0,7.0,1.0,1.0,0.0,0.0,4.0
train:135573,llama3.1,lc,12.0,85.0,79.0,5.0,1.0,0.0,0.0,0.0,8.0
train:176193,codellama,lc,6.0,61.0,58.0,10.0,1.0,1.0,0.0,0.0,3.0
train:83297,human,cf,225.0,1073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:92202,codellama,cf,20.0,120.0,107.0,8.0,5.0,0.0,3.0,1.0,10.0
train:58842,human,cf,1.0,29.0,30.0,11.0,2.0,0.0,0.0,0.0,5.0
train:53881,human,gh,13.0,95.0,90.0,8.0,3.0,1.0,1.0,1.0,6.0
train:46041,human,gh,8.0,57.0,43.0,10.0,3.0,1.0,0.0,0.0,3.0
train:40476,human,gh,6.0,46.0,30.0,8.0,2.0,1.0,0.0,1.0,1.0
train:7608,human,gh,24.0,206.0,161.0,8.0,5.0,1.0,1.0,3.0,14.0
train:10585,human,gh,6.0,59.0,49.0,8.0,2.0,1.0,0.0,0.0,5.0
train:64972,human,cf,27.0,142.0,125.0,8.0,5.0,0.0,3.0,1.0,12.0
train:33347,human,gh,40.0,330.0,277.0,9.0,16.0,1.0,0.0,13.0,17.0
train:126938,nxcode,lc,41.0,429.0,448.0,13.0,19.0,2.0,8.0,4.0,18.0
train:69348,human,cf,47.0,226.0,202.0,12.0,6.0,0.0,2.0,3.0,22.0
train:2319,human,gh,43.0,319.0,279.0,12.0,9.0,1.0,1.0,6.0,10.0
train:87831,human,cf,159.0,731.0,672.0,12.0,21.0,1.0,11.0,7.0,29.0
train:4417,human,gh,3.0,34.0,27.0,8.0,1.0,1.0,0.0,0.0,2.0
train:6315,human,gh,85.0,783.0,748.0,12.0,17.0,1.0,2.0,14.0,36.0
train:165772,codellama,lc,3.0,29.0,24.0,7.0,1.0,1.0,0.0,0.0,3.0
train:58610,human,cf,52.0,232.0,206.0,8.0,6.0,1.0,3.0,2.0,15.0
train:27469,human,gh,21.0,95.0,85.0,7.0,1.0,1.0,0.0,0.0,2.0
train:98358,codellama,gh,5.0,34.0,26.0,5.0,1.0,1.0,0.0,0.0,0.0
train:108848,codellama,gh,4.0,55.0,52.0,10.0,2.0,1.0,0.0,0.0,3.0
train:56853,human,cf,37.0,239.0,251.0,16.0,6.0,0.0,3.0,2.0,13.0
train:144996,llama3.1,lc,9.0,69.0,65.0,9.0,2.0,1.0,0.0,0.0,6.0
train:51560,human,gh,8.0,60.0,46.0,9.0,2.0,1.0,0.0,1.0,5.0
train:87598,human,cf,50.0,213.0,172.0,8.0,7.0,0.0,5.0,1.0,18.0
train:11489,human,gh,13.0,119.0,107.0,8.0,5.0,1.0,1.0,2.0,5.0
train:40957,human,gh,17.0,221.0,211.0,12.0,7.0,1.0,0.0,6.0,13.0
train:33705,human,gh,17.0,120.0,106.0,9.0,5.0,1.0,0.0,2.0,5.0
train:116025,qwen1.5,gh,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:34652,human,gh,11.0,75.0,60.0,8.0,2.0,1.0,0.0,1.0,3.0
train:164206,codellama,lc,7.0,52.0,37.0,6.0,1.0,0.0,0.0,0.0,2.0
train:27286,human,gh,11.0,94.0,74.0,7.0,5.0,1.0,0.0,4.0,10.0
train:76233,human,cf,35.0,163.0,124.0,9.0,8.0,0.0,3.0,3.0,16.0
train:87894,human,cf,22.0,90.0,76.0,7.0,4.0,0.0,2.0,1.0,7.0
train:96900,gpt,gh,5.0,50.0,39.0,7.0,2.0,1.0,0.0,1.0,2.0
train:45211,human,gh,37.0,352.0,287.0,11.0,10.0,1.0,0.0,5.0,15.0
train:69094,human,cf,184.0,1043.0,888.0,17.0,14.0,5.0,5.0,6.0,48.0
train:60221,human,cf,40.0,165.0,120.0,10.0,5.0,0.0,3.0,1.0,11.0
train:119900,nxcode,lc,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:51889,human,gh,84.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:95677,nxcode,gh,15.0,61.0,38.0,8.0,2.0,1.0,0.0,1.0,1.0
train:97263,codellama,gh,4.0,43.0,29.0,7.0,2.0,1.0,1.0,0.0,2.0
train:161999,qwen1.5,lc,14.0,195.0,211.0,11.0,7.0,1.0,4.0,0.0,7.0
train:129778,nxcode,lc,61.0,282.0,153.0,10.0,6.0,6.0,2.0,3.0,13.0
train:77073,human,cf,1.0,54.0,58.0,13.0,3.0,0.0,1.0,0.0,6.0
train:52373,human,gh,7.0,62.0,48.0,9.0,1.0,1.0,0.0,0.0,4.0
train:135179,llama3.1,lc,3.0,66.0,71.0,12.0,4.0,1.0,0.0,0.0,5.0
train:38267,human,gh,23.0,157.0,131.0,6.0,2.0,1.0,0.0,1.0,1.0
train:111773,nxcode,gh,20.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:86484,human,cf,17.0,115.0,115.0,9.0,4.0,0.0,2.0,1.0,13.0
train:74692,human,cf,41.0,156.0,123.0,9.0,3.0,0.0,1.0,1.0,13.0
train:34455,human,gh,7.0,49.0,40.0,8.0,2.0,1.0,0.0,1.0,3.0
train:73443,human,cf,48.0,217.0,189.0,10.0,6.0,0.0,3.0,1.0,17.0
train:120404,nxcode,lc,21.0,152.0,134.0,6.0,4.0,2.0,0.0,3.0,8.0
train:170766,codellama,lc,2.0,22.0,18.0,4.0,1.0,0.0,0.0,0.0,1.0
train:56127,human,cf,574.0,3706.0,3492.0,12.0,82.0,48.0,26.0,39.0,123.0
train:77161,human,cf,5.0,42.0,46.0,9.0,1.0,0.0,0.0,0.0,4.0
train:109812,nxcode,gh,4.0,37.0,25.0,7.0,2.0,1.0,0.0,1.0,1.0
train:79759,human,cf,80.0,480.0,345.0,11.0,6.0,9.0,2.0,3.0,45.0
train:27379,human,gh,18.0,159.0,153.0,12.0,7.0,1.0,2.0,3.0,7.0
train:15236,human,gh,112.0,725.0,531.0,10.0,18.0,1.0,1.0,14.0,24.0
train:147896,qwen1.5,lc,8.0,50.0,36.0,5.0,1.0,1.0,0.0,0.0,3.0
train:8091,human,gh,7.0,57.0,40.0,6.0,2.0,1.0,0.0,1.0,3.0
train:127709,nxcode,lc,13.0,113.0,116.0,9.0,7.0,1.0,2.0,2.0,4.0
train:40669,human,gh,4.0,48.0,29.0,6.0,1.0,1.0,0.0,0.0,1.0
train:42645,human,gh,45.0,484.0,471.0,11.0,4.0,1.0,2.0,1.0,39.0
train:67151,human,cf,137.0,847.0,726.0,11.0,14.0,5.0,6.0,5.0,49.0
train:167784,codellama,lc,2.0,27.0,20.0,6.0,1.0,1.0,0.0,0.0,2.0
train:60559,human,cf,53.0,208.0,176.0,9.0,9.0,0.0,2.0,5.0,6.0
train:105724,gpt,gh,4.0,33.0,21.0,6.0,1.0,1.0,0.0,0.0,1.0
train:49471,human,gh,18.0,107.0,83.0,9.0,5.0,1.0,1.0,1.0,3.0
train:18622,human,gh,9.0,59.0,47.0,7.0,4.0,1.0,1.0,1.0,2.0
train:69924,human,cf,54.0,2351.0,1310.0,9.0,12.0,4.0,7.0,4.0,17.0
train:70095,human,cf,144.0,748.0,674.0,11.0,16.0,5.0,6.0,6.0,38.0
train:138394,llama3.1,lc,13.0,57.0,46.0,6.0,2.0,0.0,0.0,0.0,5.0
train:110832,gpt,gh,13.0,55.0,32.0,6.0,1.0,1.0,0.0,0.0,2.0
train:67135,human,cf,91.0,450.0,408.0,11.0,15.0,0.0,2.0,9.0,11.0
train:109595,gpt,gh,15.0,74.0,39.0,8.0,3.0,2.0,0.0,0.0,2.0
train:160659,llama3.1,lc,9.0,94.0,95.0,8.0,4.0,1.0,1.0,2.0,1.0
train:138108,llama3.1,lc,3.0,29.0,22.0,7.0,1.0,1.0,0.0,0.0,1.0
train:75247,human,cf,193.0,863.0,627.0,11.0,8.0,12.0,3.0,3.0,63.0
train:59643,human,cf,32.0,167.0,158.0,10.0,5.0,0.0,3.0,1.0,11.0
train:122368,nxcode,lc,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:148029,qwen1.5,lc,5.0,47.0,41.0,8.0,2.0,1.0,0.0,1.0,0.0
train:33947,human,gh,6.0,60.0,58.0,7.0,1.0,1.0,0.0,0.0,2.0
train:77547,human,cf,9.0,77.0,75.0,8.0,4.0,0.0,2.0,1.0,4.0
train:113027,qwen1.5,gh,9.0,59.0,32.0,7.0,1.0,1.0,0.0,0.0,3.0
train:22001,human,gh,11.0,59.0,35.0,8.0,2.0,1.0,0.0,1.0,2.0
train:145565,llama3.1,lc,7.0,105.0,96.0,12.0,3.0,1.0,0.0,0.0,5.0
train:59292,human,cf,43.0,215.0,175.0,9.0,9.0,0.0,5.0,3.0,16.0
train:136338,llama3.1,lc,6.0,43.0,33.0,7.0,2.0,1.0,0.0,0.0,3.0
train:39679,human,gh,14.0,130.0,116.0,10.0,3.0,1.0,0.0,2.0,7.0
train:88611,human,cf,19.0,60.0,51.0,4.0,1.0,0.0,0.0,0.0,10.0
train:46570,human,gh,11.0,67.0,60.0,7.0,2.0,1.0,0.0,1.0,0.0
train:118669,nxcode,lc,15.0,67.0,48.0,6.0,3.0,1.0,0.0,2.0,4.0
train:90760,gpt,cf,34.0,285.0,275.0,11.0,9.0,1.0,3.0,3.0,15.0
train:64204,human,cf,33.0,232.0,224.0,12.0,9.0,0.0,2.0,4.0,23.0
train:113490,llama3.1,gh,17.0,113.0,85.0,8.0,5.0,1.0,1.0,3.0,7.0
train:145956,llama3.1,lc,15.0,188.0,176.0,15.0,5.0,3.0,0.0,2.0,9.0
train:140871,llama3.1,lc,35.0,235.0,194.0,10.0,5.0,3.0,2.0,1.0,14.0
train:15777,human,gh,15.0,131.0,95.0,9.0,4.0,1.0,0.0,3.0,4.0
train:138652,llama3.1,lc,5.0,50.0,39.0,8.0,1.0,1.0,0.0,0.0,5.0
train:175431,codellama,lc,2.0,25.0,20.0,7.0,2.0,1.0,0.0,0.0,0.0
train:95390,codellama,gh,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:111783,codellama,gh,4.0,37.0,28.0,7.0,2.0,1.0,0.0,1.0,1.0
train:124132,nxcode,lc,16.0,91.0,80.0,7.0,4.0,1.0,1.0,2.0,0.0
train:29751,human,gh,26.0,218.0,187.0,11.0,7.0,1.0,0.0,3.0,14.0
train:117100,gpt,gh,3.0,19.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0
train:169463,codellama,lc,2.0,62.0,73.0,10.0,3.0,1.0,0.0,0.0,1.0
train:162329,qwen1.5,lc,19.0,144.0,139.0,11.0,5.0,1.0,2.0,2.0,11.0
train:3713,human,gh,14.0,124.0,92.0,9.0,4.0,1.0,0.0,1.0,9.0
train:48140,human,gh,4.0,34.0,25.0,7.0,1.0,1.0,0.0,0.0,2.0
train:23962,human,gh,7.0,49.0,40.0,8.0,2.0,1.0,0.0,1.0,1.0
train:94262,qwen1.5,gh,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:1260,human,gh,32.0,198.0,153.0,9.0,8.0,1.0,1.0,2.0,13.0
train:23749,human,gh,16.0,112.0,87.0,10.0,4.0,1.0,0.0,3.0,4.0
train:30954,human,gh,26.0,168.0,144.0,10.0,7.0,1.0,3.0,2.0,9.0
train:54810,human,gh,14.0,52.0,30.0,10.0,1.0,1.0,0.0,0.0,2.0
train:172936,codellama,lc,4.0,30.0,21.0,7.0,1.0,1.0,0.0,0.0,1.0
train:82626,human,cf,94.0,389.0,342.0,10.0,13.0,0.0,6.0,4.0,20.0
train:83742,human,cf,90.0,306.0,236.0,11.0,9.0,0.0,2.0,6.0,13.0
train:131979,nxcode,lc,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:144761,llama3.1,lc,9.0,73.0,66.0,7.0,2.0,1.0,1.0,0.0,6.0
train:25115,human,gh,12.0,82.0,61.0,9.0,4.0,1.0,0.0,3.0,2.0
train:6696,human,gh,9.0,88.0,71.0,7.0,3.0,1.0,0.0,1.0,5.0
train:146356,codellama,lc,2.0,23.0,16.0,7.0,1.0,1.0,0.0,0.0,2.0
train:50124,human,gh,4.0,29.0,24.0,6.0,1.0,1.0,0.0,0.0,1.0
train:96827,nxcode,gh,7.0,22.0,11.0,6.0,1.0,1.0,0.0,0.0,1.0
train:50598,human,gh,6.0,69.0,61.0,7.0,1.0,1.0,0.0,0.0,3.0
train:153005,qwen1.5,lc,3.0,28.0,32.0,9.0,2.0,1.0,1.0,0.0,2.0
train:127547,nxcode,lc,5.0,39.0,31.0,8.0,2.0,1.0,0.0,0.0,1.0
train:120588,nxcode,lc,13.0,53.0,42.0,6.0,2.0,0.0,1.0,0.0,3.0
train:90300,codellama,cf,52.0,374.0,352.0,10.0,9.0,2.0,5.0,3.0,35.0
train:49888,human,gh,23.0,168.0,130.0,9.0,6.0,1.0,0.0,5.0,3.0
train:154233,qwen1.5,lc,11.0,113.0,99.0,8.0,4.0,1.0,0.0,3.0,4.0
train:160388,llama3.1,lc,4.0,44.0,34.0,6.0,1.0,0.0,0.0,0.0,3.0
train:153932,qwen1.5,lc,8.0,38.0,32.0,6.0,1.0,0.0,0.0,0.0,2.0
train:117238,codellama,gh,3.0,24.0,18.0,7.0,1.0,1.0,0.0,0.0,2.0
train:120689,nxcode,lc,20.0,97.0,82.0,8.0,6.0,1.0,1.0,4.0,2.0
train:146007,llama3.1,lc,7.0,67.0,57.0,11.0,3.0,0.0,1.0,1.0,6.0
train:155960,qwen1.5,lc,8.0,23.0,18.0,4.0,1.0,0.0,0.0,0.0,1.0
train:59776,human,cf,7.0,57.0,52.0,9.0,2.0,0.0,1.0,0.0,9.0
train:89682,codellama,cf,29.0,252.0,241.0,11.0,16.0,1.0,6.0,5.0,10.0
train:33110,human,gh,5.0,54.0,47.0,7.0,2.0,1.0,1.0,0.0,2.0
train:8189,human,gh,7.0,103.0,119.0,11.0,1.0,1.0,0.0,0.0,2.0
train:72311,human,cf,53.0,246.0,225.0,11.0,5.0,1.0,2.0,2.0,19.0
train:55115,human,cf,19.0,122.0,115.0,9.0,5.0,0.0,2.0,2.0,11.0
train:128116,nxcode,lc,5.0,34.0,35.0,6.0,2.0,1.0,0.0,1.0,2.0
train:32164,human,gh,8.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:96198,codellama,gh,9.0,50.0,42.0,7.0,3.0,1.0,0.0,0.0,2.0
train:117036,codellama,gh,3.0,21.0,14.0,6.0,1.0,1.0,0.0,0.0,0.0
train:9081,human,gh,14.0,99.0,71.0,8.0,5.0,1.0,0.0,4.0,2.0
train:146531,codellama,lc,2.0,13.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0
train:140159,llama3.1,lc,5.0,96.0,107.0,9.0,4.0,1.0,0.0,0.0,9.0
train:12145,human,gh,21.0,170.0,158.0,10.0,8.0,1.0,1.0,2.0,6.0
train:153994,qwen1.5,lc,6.0,58.0,51.0,8.0,3.0,1.0,2.0,0.0,4.0
train:33474,human,gh,11.0,82.0,65.0,9.0,5.0,1.0,0.0,1.0,4.0
train:18820,human,gh,41.0,249.0,199.0,9.0,8.0,1.0,2.0,3.0,11.0
train:58681,human,cf,78.0,397.0,357.0,11.0,12.0,4.0,5.0,2.0,22.0
train:30938,human,gh,10.0,63.0,49.0,7.0,4.0,1.0,0.0,3.0,4.0
train:57656,human,cf,56.0,335.0,311.0,16.0,21.0,1.0,4.0,10.0,12.0
train:162646,qwen1.5,lc,30.0,267.0,264.0,9.0,10.0,2.0,3.0,3.0,10.0
train:62077,human,cf,27.0,213.0,204.0,10.0,9.0,0.0,2.0,3.0,13.0
train:144951,llama3.1,lc,5.0,75.0,80.0,13.0,4.0,1.0,1.0,0.0,7.0
train:9030,human,gh,257.0,1000.0,924.0,12.0,13.0,1.0,5.0,3.0,55.0
train:72826,human,cf,31.0,125.0,100.0,8.0,6.0,0.0,2.0,3.0,7.0
train:53458,human,gh,9.0,85.0,72.0,10.0,5.0,1.0,1.0,1.0,7.0
train:124600,nxcode,lc,8.0,67.0,54.0,10.0,3.0,1.0,2.0,0.0,6.0
train:54416,human,gh,11.0,71.0,55.0,8.0,1.0,1.0,0.0,0.0,6.0
train:41854,human,gh,11.0,84.0,67.0,8.0,7.0,1.0,0.0,2.0,4.0
train:30686,human,gh,4.0,32.0,23.0,6.0,1.0,1.0,0.0,0.0,2.0
train:162335,qwen1.5,lc,21.0,117.0,84.0,7.0,1.0,0.0,0.0,0.0,6.0
train:16925,human,gh,14.0,85.0,83.0,9.0,2.0,1.0,0.0,1.0,1.0
train:176798,codellama,lc,10.0,62.0,52.0,8.0,2.0,1.0,0.0,1.0,3.0
train:151705,qwen1.5,lc,3.0,28.0,29.0,6.0,1.0,0.0,0.0,0.0,3.0
train:7643,human,gh,38.0,274.0,253.0,9.0,7.0,1.0,1.0,3.0,17.0
train:106591,codellama,gh,14.0,95.0,71.0,7.0,3.0,1.0,0.0,2.0,5.0
train:51601,human,gh,22.0,249.0,194.0,8.0,7.0,1.0,0.0,6.0,9.0
train:24840,human,gh,25.0,229.0,201.0,13.0,2.0,4.0,0.0,1.0,13.0
train:120932,nxcode,lc,29.0,238.0,215.0,8.0,7.0,3.0,1.0,4.0,8.0
train:93996,gpt,gh,13.0,54.0,40.0,6.0,1.0,1.0,0.0,0.0,3.0
train:15832,human,gh,18.0,245.0,227.0,14.0,9.0,1.0,0.0,6.0,14.0
train:12851,human,gh,10.0,90.0,74.0,8.0,3.0,1.0,0.0,2.0,7.0
train:37250,human,gh,3.0,33.0,25.0,6.0,1.0,1.0,0.0,0.0,1.0
train:157173,qwen1.5,lc,10.0,127.0,124.0,9.0,5.0,1.0,1.0,1.0,9.0
train:90313,gpt,cf,14.0,170.0,186.0,9.0,5.0,0.0,2.0,2.0,14.0
train:108016,codellama,gh,4.0,14.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0
train:149205,qwen1.5,lc,6.0,45.0,37.0,6.0,3.0,0.0,2.0,0.0,4.0
train:86367,human,cf,53.0,207.0,181.0,10.0,8.0,0.0,3.0,3.0,12.0
train:104850,nxcode,gh,7.0,18.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0
train:47849,human,gh,16.0,105.0,89.0,8.0,6.0,1.0,2.0,2.0,4.0
train:126471,nxcode,lc,9.0,77.0,68.0,8.0,4.0,0.0,1.0,2.0,7.0
train:47580,human,gh,13.0,108.0,101.0,9.0,4.0,1.0,2.0,1.0,8.0
